"CubeId";"devkum"
"PublishingDate";"2022-06-01 14:30"

"Date";"D0";"D1";"Value"
"2005-10";"M0";"HKD100";"16.60384"
"2005-10";"M0";"KRW100";"0.1231"
"2005-10";"M0";"MYR100";"34.131"
"2005-10";"M0";"NZD1";"0.8996"
"2005-10";"M0";"SGD1";"0.7614"
"2005-10";"M0";"THB100";"3.1481"
"2005-10";"M0";"XDR1";"1.86346"
"2005-10";"M0";"USD3M";
"2005-10";"M0";"USD6M";
"2005-11";"M0";"EUR1";"1.5452"
"2005-11";"M0";"GBP1";"2.2732"
"2005-11";"M0";"DKK100";"20.7091"
"2005-11";"M0";"NOK100";"19.7423"
"2005-11";"M0";"CZK100";"5.2726"
"2005-11";"M0";"HUF100";"0.6151"
"2005-11";"M0";"PLN100";"38.8955"
"2005-11";"M0";"RUB1";"0.0455"
"2005-11";"M0";"SEK100";"16.1468"
"2005-11";"M0";"TRY100";"96.21591"
"2005-11";"M0";"USD1";"1.3098"
"2005-11";"M0";"CAD1";"1.1074"
"2005-11";"M0";"ARS1";"44.1027"
"2005-11";"M0";"BRL100";"59.1636"
"2005-11";"M0";"MXN100";"12.2618"
"2005-11";"M0";"ZAR1";"0.1965"
"2005-11";"M0";"JPY100";"1.10619"
"2005-11";"M0";"AUD1";"0.96321"
"2005-11";"M0";"CNY100";"16.224"
"2005-11";"M0";"HKD100";"16.89001"
"2005-11";"M0";"KRW100";"0.1258"
"2005-11";"M0";"MYR100";"34.6595"
"2005-11";"M0";"NZD1";"0.9035"
"2005-11";"M0";"SGD1";"0.7711"
"2005-11";"M0";"THB100";"3.1841"
"2005-11";"M0";"XDR1";"1.87032"
"2005-11";"M0";"USD3M";
"2005-11";"M0";"USD6M";
"2005-12";"M0";"EUR1";"1.5478"
"2005-12";"M0";"GBP1";"2.2788"
"2005-12";"M0";"DKK100";"20.7605"
"2005-12";"M0";"NOK100";"19.4019"
"2005-12";"M0";"CZK100";"5.3418"
"2005-12";"M0";"HUF100";"0.6122"
"2005-12";"M0";"PLN100";"40.16"
"2005-12";"M0";"RUB1";"0.0453"
"2005-12";"M0";"SEK100";"16.4029"
"2005-12";"M0";"TRY100";"96.4"
"2005-12";"M0";"USD1";"1.3047"
"2005-12";"M0";"CAD1";"1.1231"
"2005-12";"M0";"ARS1";"43.3043"
"2005-12";"M0";"BRL100";"57.2905"
"2005-12";"M0";"MXN100";"12.2752"
"2005-12";"M0";"ZAR1";"0.2049"
"2005-12";"M0";"JPY100";"1.10026"
"2005-12";"M0";"AUD1";"0.96868"
"2005-12";"M0";"CNY100";"16.16923"
"2005-12";"M0";"HKD100";"16.82622"
"2005-12";"M0";"KRW100";"0.1276"
"2005-12";"M0";"MYR100";"34.5262"
"2005-12";"M0";"NZD1";"0.9067"
"2005-12";"M0";"SGD1";"0.7789"
"2005-12";"M0";"THB100";"3.1729"
"2005-12";"M0";"XDR1";"1.868"
"2005-12";"M0";"USD3M";
"2005-12";"M0";"USD6M";
"2006-01";"M0";"EUR1";"1.5491"
"2006-01";"M0";"GBP1";"2.2569"
"2006-01";"M0";"DKK100";"20.7576"
"2006-01";"M0";"NOK100";"19.2571"
"2006-01";"M0";"CZK100";"5.3932"
"2006-01";"M0";"HUF100";"0.6174"
"2006-01";"M0";"PLN100";"40.5157"
"2006-01";"M0";"RUB1";"0.0451"
"2006-01";"M0";"SEK100";"16.6305"
"2006-01";"M0";"TRY100";"95.69381"
"2006-01";"M0";"USD1";"1.2779"
"2006-01";"M0";"CAD1";"1.1031"
"2006-01";"M0";"ARS1";"41.9048"
"2006-01";"M0";"BRL100";"56.1476"
"2006-01";"M0";"MXN100";"12.1033"
"2006-01";"M0";"ZAR1";"0.2095"
"2006-01";"M0";"JPY100";"1.10749"
"2006-01";"M0";"AUD1";"0.95817"
"2006-01";"M0";"CNY100";"15.85032"
"2006-01";"M0";"HKD100";"16.47949"
"2006-01";"M0";"KRW100";"0.1301"
"2006-01";"M0";"MYR100";"34.0605"
"2006-01";"M0";"NZD1";"0.8781"
"2006-01";"M0";"SGD1";"0.783"
"2006-01";"M0";"THB100";"3.2271"
"2006-01";"M0";"XDR1";"1.85123"
"2006-01";"M0";"USD3M";
"2006-01";"M0";"USD6M";
"2006-02";"M0";"EUR1";"1.5578"
"2006-02";"M0";"GBP1";"2.2785"
"2006-02";"M0";"DKK100";"20.8675"
"2006-02";"M0";"NOK100";"19.323"
"2006-02";"M0";"CZK100";"5.4813"
"2006-02";"M0";"HUF100";"0.6187"
"2006-02";"M0";"PLN100";"41.0285"
"2006-02";"M0";"RUB1";"0.0462"
"2006-02";"M0";"SEK100";"16.6705"
"2006-02";"M0";"TRY100";"98.212"
"2006-02";"M0";"USD1";"1.3041"
"2006-02";"M0";"CAD1";"1.1343"
"2006-02";"M0";"ARS1";"42.437"
"2006-02";"M0";"BRL100";"60.215"
"2006-02";"M0";"MXN100";"12.428"
"2006-02";"M0";"ZAR1";"0.2128"
"2006-02";"M0";"JPY100";"1.10643"
"2006-02";"M0";"AUD1";"0.96679"
"2006-02";"M0";"CNY100";"16.21775"
"2006-02";"M0";"HKD100";"16.80431"
"2006-02";"M0";"KRW100";"0.1344"
"2006-02";"M0";"MYR100";"34.9845"
"2006-02";"M0";"NZD1";"0.8775"
"2006-02";"M0";"SGD1";"0.8003"
"2006-02";"M0";"THB100";"3.3097"
"2006-02";"M0";"XDR1";"1.87296"
"2006-02";"M0";"USD3M";
"2006-02";"M0";"USD6M";
"2006-03";"M0";"EUR1";"1.5688"
"2006-03";"M0";"GBP1";"2.2753"
"2006-03";"M0";"DKK100";"21.0243"
"2006-03";"M0";"NOK100";"19.6648"
"2006-03";"M0";"CZK100";"5.4752"
"2006-03";"M0";"HUF100";"0.6012"
"2006-03";"M0";"PLN100";"40.4161"
"2006-03";"M0";"RUB1";"0.0468"
"2006-03";"M0";"SEK100";"16.6926"
"2006-03";"M0";"TRY100";"97.53348"
"2006-03";"M0";"USD1";"1.3047"
"2006-03";"M0";"CAD1";"1.1279"
"2006-03";"M0";"ARS1";"42.3604"
"2006-03";"M0";"BRL100";"60.6348"
"2006-03";"M0";"MXN100";"12.1387"
"2006-03";"M0";"ZAR1";"0.2085"
"2006-03";"M0";"JPY100";"1.11224"
"2006-03";"M0";"AUD1";"0.94846"
"2006-03";"M0";"CNY100";"16.23974"
"2006-03";"M0";"HKD100";"16.8123"
"2006-03";"M0";"KRW100";"0.1338"
"2006-03";"M0";"MYR100";"35.2204"
"2006-03";"M0";"NZD1";"0.8276"
"2006-03";"M0";"SGD1";"0.8043"
"2006-03";"M0";"THB100";"3.347"
"2006-03";"M0";"XDR1";"1.87904"
"2006-03";"M0";"USD3M";
"2006-03";"M0";"USD6M";
"2006-04";"M0";"EUR1";"1.5749"
"2006-04";"M0";"GBP1";"2.2669"
"2006-04";"M0";"DKK100";"21.1033"
"2006-04";"M0";"NOK100";"20.0789"
"2006-04";"M0";"CZK100";"5.5207"
"2006-04";"M0";"HUF100";"0.5932"
"2006-04";"M0";"PLN100";"40.1711"
"2006-04";"M0";"RUB1";"0.0466"
"2006-04";"M0";"SEK100";"16.8711"
"2006-04";"M0";"TRY100";"96.07611"
"2006-04";"M0";"USD1";"1.2834"
"2006-04";"M0";"CAD1";"1.12"
"2006-04";"M0";"ARS1";"41.7856"
"2006-04";"M0";"BRL100";"60.1667"
"2006-04";"M0";"MXN100";"11.6322"
"2006-04";"M0";"ZAR1";"0.211"
"2006-04";"M0";"JPY100";"1.09673"
"2006-04";"M0";"AUD1";"0.94442"
"2006-04";"M0";"CNY100";"16.002"
"2006-04";"M0";"HKD100";"16.54509"
"2006-04";"M0";"KRW100";"0.1347"
"2006-04";"M0";"MYR100";"35.0478"
"2006-04";"M0";"NZD1";"0.7975"
"2006-04";"M0";"SGD1";"0.8012"
"2006-04";"M0";"THB100";"3.3757"
"2006-04";"M0";"XDR1";"1.86405"
"2006-04";"M0";"USD3M";
"2006-04";"M0";"USD6M";
"2006-05";"M0";"EUR1";"1.5565"
"2006-05";"M0";"GBP1";"2.2772"
"2006-05";"M0";"DKK100";"20.871"
"2006-05";"M0";"NOK100";"19.9548"
"2006-05";"M0";"CZK100";"5.5009"
"2006-05";"M0";"HUF100";"0.5926"
"2006-05";"M0";"PLN100";"39.9652"
"2006-05";"M0";"RUB1";"0.045"
"2006-05";"M0";"SEK100";"16.6705"
"2006-05";"M0";"TRY100";"85.2881"
"2006-05";"M0";"USD1";"1.2188"
"2006-05";"M0";"CAD1";"1.0975"
"2006-05";"M0";"ARS1";"39.8719"
"2006-05";"M0";"BRL100";"56.3857"
"2006-05";"M0";"MXN100";"10.9952"
"2006-05";"M0";"ZAR1";"0.1931"
"2006-05";"M0";"JPY100";"1.09088"
"2006-05";"M0";"AUD1";"0.9307"
"2006-05";"M0";"CNY100";"15.21235"
"2006-05";"M0";"HKD100";"15.71704"
"2006-05";"M0";"KRW100";"0.1295"
"2006-05";"M0";"MYR100";"33.749"
"2006-05";"M0";"NZD1";"0.7679"
"2006-05";"M0";"SGD1";"0.7731"
"2006-05";"M0";"THB100";"3.2083"
"2006-05";"M0";"XDR1";"1.81481"
"2006-05";"M0";"USD3M";
"2006-05";"M0";"USD6M";
"2006-06";"M0";"EUR1";"1.56"
"2006-06";"M0";"GBP1";"2.2708"
"2006-06";"M0";"DKK100";"20.919"
"2006-06";"M0";"NOK100";"19.85"
"2006-06";"M0";"CZK100";"5.4973"
"2006-06";"M0";"HUF100";"0.5733"
"2006-06";"M0";"PLN100";"38.7495"
"2006-06";"M0";"RUB1";"0.0456"
"2006-06";"M0";"SEK100";"16.8862"
"2006-06";"M0";"TRY100";"76.93667"
"2006-06";"M0";"USD1";"1.2324"
"2006-06";"M0";"CAD1";"1.1064"
"2006-06";"M0";"ARS1";"39.9438"
"2006-06";"M0";"BRL100";"54.6524"
"2006-06";"M0";"MXN100";"10.8105"
"2006-06";"M0";"ZAR1";"0.1767"
"2006-06";"M0";"JPY100";"1.07456"
"2006-06";"M0";"AUD1";"0.91175"
"2006-06";"M0";"CNY100";"15.38795"
"2006-06";"M0";"HKD100";"15.87373"
"2006-06";"M0";"KRW100";"0.129"
"2006-06";"M0";"MYR100";"33.5876"
"2006-06";"M0";"NZD1";"0.7617"
"2006-06";"M0";"SGD1";"0.7745"
"2006-06";"M0";"THB100";"3.2111"
"2006-06";"M0";"XDR1";"1.82263"
"2006-06";"M0";"USD3M";
"2006-06";"M0";"USD6M";
"2006-07";"M0";"EUR1";"1.5686"
"2006-07";"M0";"GBP1";"2.2796"
"2006-07";"M0";"DKK100";"21.0248"
"2006-07";"M0";"NOK100";"19.7543"
"2006-07";"M0";"CZK100";"5.511"
"2006-07";"M0";"HUF100";"0.5649"
"2006-07";"M0";"PLN100";"39.2357"
"2006-07";"M0";"RUB1";"0.0459"
"2006-07";"M0";"SEK100";"17.0162"
"2006-07";"M0";"TRY100";"79.40667"
"2006-07";"M0";"USD1";"1.2363"
"2006-07";"M0";"CAD1";"1.0959"
"2006-07";"M0";"ARS1";"40.069"
"2006-07";"M0";"BRL100";"56.4524"
"2006-07";"M0";"MXN100";"11.2405"
"2006-07";"M0";"ZAR1";"0.1744"
"2006-07";"M0";"JPY100";"1.06904"
"2006-07";"M0";"AUD1";"0.92948"
"2006-07";"M0";"CNY100";"15.47995"
"2006-07";"M0";"HKD100";"15.90272"
"2006-07";"M0";"KRW100";"0.13"
"2006-07";"M0";"MYR100";"33.6852"
"2006-07";"M0";"NZD1";"0.7629"
"2006-07";"M0";"SGD1";"0.7806"
"2006-07";"M0";"THB100";"3.253"
"2006-07";"M0";"XDR1";"1.82866"
"2006-07";"M0";"USD3M";
"2006-07";"M0";"USD6M";
"2006-08";"M0";"EUR1";"1.5775"
"2006-08";"M0";"GBP1";"2.3302"
"2006-08";"M0";"DKK100";"21.1418"
"2006-08";"M0";"NOK100";"19.7136"
"2006-08";"M0";"CZK100";"5.5942"
"2006-08";"M0";"HUF100";"0.5749"
"2006-08";"M0";"PLN100";"40.4109"
"2006-08";"M0";"RUB1";"0.046"
"2006-08";"M0";"SEK100";"17.1273"
"2006-08";"M0";"TRY100";"83.76409"
"2006-08";"M0";"USD1";"1.2305"
"2006-08";"M0";"CAD1";"1.1"
"2006-08";"M0";"ARS1";"39.9186"
"2006-08";"M0";"BRL100";"56.9636"
"2006-08";"M0";"MXN100";"11.3141"
"2006-08";"M0";"ZAR1";"0.177"
"2006-08";"M0";"JPY100";"1.06131"
"2006-08";"M0";"AUD1";"0.93899"
"2006-08";"M0";"CNY100";"15.45309"
"2006-08";"M0";"HKD100";"15.82218"
"2006-08";"M0";"KRW100";"0.128"
"2006-08";"M0";"MYR100";"33.4677"
"2006-08";"M0";"NZD1";"0.7799"
"2006-08";"M0";"SGD1";"0.7811"
"2006-08";"M0";"THB100";"3.2712"
"2006-08";"M0";"XDR1";"1.83095"
"2006-08";"M0";"USD3M";
"2006-08";"M0";"USD6M";
"2006-09";"M0";"EUR1";"1.5837"
"2006-09";"M0";"GBP1";"2.345"
"2006-09";"M0";"DKK100";"21.2267"
"2006-09";"M0";"NOK100";"19.1781"
"2006-09";"M0";"CZK100";"5.5761"
"2006-09";"M0";"HUF100";"0.576"
"2006-09";"M0";"PLN100";"39.8748"
"2006-09";"M0";"RUB1";"0.0465"
"2006-09";"M0";"SEK100";"17.0805"
"2006-09";"M0";"TRY100";"83.80286"
"2006-09";"M0";"USD1";"1.2433"
"2006-09";"M0";"CAD1";"1.1144"
"2006-09";"M0";"ARS1";"40.0605"
"2006-09";"M0";"BRL100";"57.4"
"2006-09";"M0";"MXN100";"11.3162"
"2006-09";"M0";"ZAR1";"0.1674"
"2006-09";"M0";"JPY100";"1.06191"
"2006-09";"M0";"AUD1";"0.93968"
"2006-09";"M0";"CNY100";"15.68233"
"2006-09";"M0";"HKD100";"15.97455"
"2006-09";"M0";"KRW100";"0.1305"
"2006-09";"M0";"MYR100";"33.8438"
"2006-09";"M0";"NZD1";"0.8123"
"2006-09";"M0";"SGD1";"0.7872"
"2006-09";"M0";"THB100";"3.3192"
"2006-09";"M0";"XDR1";"1.84372"
"2006-09";"M0";"USD3M";
"2006-09";"M0";"USD6M";
"2006-10";"M0";"EUR1";"1.5897"
"2006-10";"M0";"GBP1";"2.3622"
"2006-10";"M0";"DKK100";"21.3182"
"2006-10";"M0";"NOK100";"18.94"
"2006-10";"M0";"CZK100";"5.6168"
"2006-10";"M0";"HUF100";"0.595"
"2006-10";"M0";"PLN100";"40.7077"
"2006-10";"M0";"RUB1";"0.0469"
"2006-10";"M0";"SEK100";"17.1718"
"2006-10";"M0";"TRY100";"85.02182"
"2006-10";"M0";"USD1";"1.26"
"2006-10";"M0";"CAD1";"1.1163"
"2006-10";"M0";"ARS1";"40.6082"
"2006-10";"M0";"BRL100";"58.5591"
"2006-10";"M0";"MXN100";"11.5509"
"2006-10";"M0";"ZAR1";"0.1645"
"2006-10";"M0";"JPY100";"1.0618"
"2006-10";"M0";"AUD1";"0.94914"
"2006-10";"M0";"CNY100";"15.94382"
"2006-10";"M0";"HKD100";"16.18111"
"2006-10";"M0";"KRW100";"0.1321"
"2006-10";"M0";"MYR100";"34.2427"
"2006-10";"M0";"NZD1";"0.8322"
"2006-10";"M0";"SGD1";"0.798"
"2006-10";"M0";"THB100";"3.3745"
"2006-10";"M0";"XDR1";"1.85786"
"2006-10";"M0";"USD3M";
"2006-10";"M0";"USD6M";
"2006-11";"M0";"EUR1";"1.5922"
"2006-11";"M0";"GBP1";"2.3624"
"2006-11";"M0";"DKK100";"21.3509"
"2006-11";"M0";"NOK100";"19.3082"
"2006-11";"M0";"CZK100";"5.6772"
"2006-11";"M0";"HUF100";"0.6146"
"2006-11";"M0";"PLN100";"41.5882"
"2006-11";"M0";"RUB1";"0.0464"
"2006-11";"M0";"SEK100";"17.4873"
"2006-11";"M0";"TRY100";"84.65682"
"2006-11";"M0";"USD1";"1.2358"
"2006-11";"M0";"CAD1";"1.0879"
"2006-11";"M0";"ARS1";"40.1355"
"2006-11";"M0";"BRL100";"57.2909"
"2006-11";"M0";"MXN100";"11.3259"
"2006-11";"M0";"ZAR1";"0.17"
"2006-11";"M0";"JPY100";"1.05327"
"2006-11";"M0";"AUD1";"0.9538"
"2006-11";"M0";"CNY100";"15.70964"
"2006-11";"M0";"HKD100";"15.87793"
"2006-11";"M0";"KRW100";"0.1321"
"2006-11";"M0";"MYR100";"33.9027"
"2006-11";"M0";"NZD1";"0.826"
"2006-11";"M0";"SGD1";"0.7935"
"2006-11";"M0";"THB100";"3.3811"
"2006-11";"M0";"XDR1";"1.84211"
"2006-11";"M0";"USD3M";
"2006-11";"M0";"USD6M";
"2006-12";"M0";"EUR1";"1.5966"
"2006-12";"M0";"GBP1";"2.373"
"2006-12";"M0";"DKK100";"21.4137"
"2006-12";"M0";"NOK100";"19.5532"
"2006-12";"M0";"CZK100";"5.7401"
"2006-12";"M0";"HUF100";"0.6282"
"2006-12";"M0";"PLN100";"41.8663"
"2006-12";"M0";"RUB1";"0.0459"
"2006-12";"M0";"SEK100";"17.6568"
"2006-12";"M0";"TRY100";"84.21579"
"2006-12";"M0";"USD1";"1.2078"
"2006-12";"M0";"CAD1";"1.049"
"2006-12";"M0";"ARS1";"39.4368"
"2006-12";"M0";"BRL100";"56.1316"
"2006-12";"M0";"MXN100";"11.1153"
"2006-12";"M0";"ZAR1";"0.1712"
"2006-12";"M0";"JPY100";"1.0311"
"2006-12";"M0";"AUD1";"0.94949"
"2006-12";"M0";"CNY100";"15.47395"
"2006-12";"M0";"HKD100";"15.53811"
"2006-12";"M0";"KRW100";"0.1305"
"2006-12";"M0";"MYR100";"34.0047"
"2006-12";"M0";"NZD1";"0.8361"
"2006-12";"M0";"SGD1";"0.7839"
"2006-12";"M0";"THB100";"3.3769"
"2006-12";"M0";"XDR1";"1.82316"
"2006-12";"M0";"USD3M";
"2006-12";"M0";"USD6M";
"2007-01";"M0";"EUR1";"1.6157"
"2007-01";"M0";"GBP1";"2.4367"
"2007-01";"M0";"DKK100";"21.6719"
"2007-01";"M0";"NOK100";"19.5176"
"2007-01";"M0";"CZK100";"5.7973"
"2007-01";"M0";"HUF100";"0.6358"
"2007-01";"M0";"PLN100";"41.6067"
"2007-01";"M0";"RUB1";"0.0469"
"2007-01";"M0";"SEK100";"17.7838"
"2007-01";"M0";"TRY100";"87.04571"
"2007-01";"M0";"USD1";"1.2439"
"2007-01";"M0";"CAD1";"1.0578"
"2007-01";"M0";"ARS1";"40.2724"
"2007-01";"M0";"BRL100";"58.0952"
"2007-01";"M0";"MXN100";"11.349"
"2007-01";"M0";"ZAR1";"0.1724"
"2007-01";"M0";"JPY100";"1.03274"
"2007-01";"M0";"AUD1";"0.97312"
"2007-01";"M0";"CNY100";"15.95096"
"2007-01";"M0";"HKD100";"15.94576"
"2007-01";"M0";"KRW100";"0.1327"
"2007-01";"M0";"MYR100";"35.4581"
"2007-01";"M0";"NZD1";"0.864"
"2007-01";"M0";"SGD1";"0.8088"
"2007-01";"M0";"THB100";"3.4718"
"2007-01";"M0";"XDR1";"1.85962"
"2007-01";"M0";"USD3M";
"2007-01";"M0";"USD6M";
"2007-02";"M0";"EUR1";"1.6213"
"2007-02";"M0";"GBP1";"2.4271"
"2007-02";"M0";"DKK100";"21.7485"
"2007-02";"M0";"NOK100";"20.042"
"2007-02";"M0";"CZK100";"5.7388"
"2007-02";"M0";"HUF100";"0.6396"
"2007-02";"M0";"PLN100";"41.6145"
"2007-02";"M0";"RUB1";"0.0471"
"2007-02";"M0";"SEK100";"17.6455"
"2007-02";"M0";"TRY100";"88.6105"
"2007-02";"M0";"USD1";"1.2402"
"2007-02";"M0";"CAD1";"1.0582"
"2007-02";"M0";"ARS1";"39.9225"
"2007-02";"M0";"BRL100";"59.07"
"2007-02";"M0";"MXN100";"11.2795"
"2007-02";"M0";"ZAR1";"0.1727"
"2007-02";"M0";"JPY100";"1.0284"
"2007-02";"M0";"AUD1";"0.96983"
"2007-02";"M0";"CNY100";"15.9846"
"2007-02";"M0";"HKD100";"15.87629"
"2007-02";"M0";"KRW100";"0.1323"
"2007-02";"M0";"MYR100";"35.4625"
"2007-02";"M0";"NZD1";"0.8593"
"2007-02";"M0";"SGD1";"0.8085"
"2007-02";"M0";"THB100";"3.5194"
"2007-02";"M0";"XDR1";"1.85806"
"2007-02";"M0";"USD3M";
"2007-02";"M0";"USD6M";
"2007-03";"M0";"EUR1";"1.6126"
"2007-03";"M0";"GBP1";"2.3708"
"2007-03";"M0";"DKK100";"21.6432"
"2007-03";"M0";"NOK100";"19.8314"
"2007-03";"M0";"CZK100";"5.743"
"2007-03";"M0";"HUF100";"0.6453"
"2007-03";"M0";"PLN100";"41.4782"
"2007-03";"M0";"RUB1";"0.0467"
"2007-03";"M0";"SEK100";"17.3332"
"2007-03";"M0";"TRY100";"86.38045"
"2007-03";"M0";"USD1";"1.218"
"2007-03";"M0";"CAD1";"1.0416"
"2007-03";"M0";"ARS1";"39.2305"
"2007-03";"M0";"BRL100";"58.2045"
"2007-03";"M0";"MXN100";"10.9527"
"2007-03";"M0";"ZAR1";"0.1655"
"2007-03";"M0";"JPY100";"1.03799"
"2007-03";"M0";"AUD1";"0.96513"
"2007-03";"M0";"CNY100";"15.74277"
"2007-03";"M0";"HKD100";"15.58752"
"2007-03";"M0";"KRW100";"0.1291"
"2007-03";"M0";"MYR100";"34.885"
"2007-03";"M0";"NZD1";"0.8506"
"2007-03";"M0";"SGD1";"0.7987"
"2007-03";"M0";"THB100";"3.552"
"2007-03";"M0";"XDR1";"1.83678"
"2007-03";"M0";"USD3M";
"2007-03";"M0";"USD6M";
"2007-04";"M0";"EUR1";"1.6374"
"2007-04";"M0";"GBP1";"2.4104"
"2007-04";"M0";"DKK100";"21.9674"
"2007-04";"M0";"NOK100";"20.1716"
"2007-04";"M0";"CZK100";"5.8443"
"2007-04";"M0";"HUF100";"0.6652"
"2007-04";"M0";"PLN100";"42.8958"
"2007-04";"M0";"RUB1";"0.0469"
"2007-04";"M0";"SEK100";"17.7111"
"2007-04";"M0";"TRY100";"88.96684"
"2007-04";"M0";"USD1";"1.2116"
"2007-04";"M0";"CAD1";"1.0669"
"2007-04";"M0";"ARS1";"39.16"
"2007-04";"M0";"BRL100";"59.5579"
"2007-04";"M0";"MXN100";"11.02"
"2007-04";"M0";"ZAR1";"0.17"
"2007-04";"M0";"JPY100";"1.01964"
"2007-04";"M0";"AUD1";"1.00164"
"2007-04";"M0";"CNY100";"15.6981"
"2007-04";"M0";"HKD100";"15.5017"
"2007-04";"M0";"KRW100";"0.1301"
"2007-04";"M0";"MYR100";"35.2432"
"2007-04";"M0";"NZD1";"0.8899"
"2007-04";"M0";"SGD1";"0.7994"
"2007-04";"M0";"THB100";"3.533"
"2007-04";"M0";"XDR1";"1.84246"
"2007-04";"M0";"USD3M";
"2007-04";"M0";"USD6M";
"2007-05";"M0";"EUR1";"1.65"
"2007-05";"M0";"GBP1";"2.4217"
"2007-05";"M0";"DKK100";"22.141"
"2007-05";"M0";"NOK100";"20.269"
"2007-05";"M0";"CZK100";"5.84"
"2007-05";"M0";"HUF100";"0.6637"
"2007-05";"M0";"PLN100";"43.6515"
"2007-05";"M0";"RUB1";"0.0473"
"2007-05";"M0";"SEK100";"17.9245"
"2007-05";"M0";"TRY100";"91.2555"
"2007-05";"M0";"USD1";"1.221"
"2007-05";"M0";"CAD1";"1.1141"
"2007-05";"M0";"ARS1";"39.595"
"2007-05";"M0";"BRL100";"61.405"
"2007-05";"M0";"MXN100";"11.274"
"2007-05";"M0";"ZAR1";"0.1737"
"2007-05";"M0";"JPY100";"1.01117"
"2007-05";"M0";"AUD1";"1.00725"
"2007-05";"M0";"CNY100";"15.91435"
"2007-05";"M0";"HKD100";"15.6154"
"2007-05";"M0";"KRW100";"0.1316"
"2007-05";"M0";"MYR100";"35.877"
"2007-05";"M0";"NZD1";"0.8943"
"2007-05";"M0";"SGD1";"0.8015"
"2007-05";"M0";"THB100";"3.5628"
"2007-05";"M0";"XDR1";"1.85396"
"2007-05";"M0";"USD3M";
"2007-05";"M0";"USD6M";
"2007-06";"M0";"EUR1";"1.6542"
"2007-06";"M0";"GBP1";"2.4486"
"2007-06";"M0";"DKK100";"22.2152"
"2007-06";"M0";"NOK100";"20.5224"
"2007-06";"M0";"CZK100";"5.7924"
"2007-06";"M0";"HUF100";"0.6604"
"2007-06";"M0";"PLN100";"43.4319"
"2007-06";"M0";"RUB1";"0.0476"
"2007-06";"M0";"SEK100";"17.7281"
"2007-06";"M0";"TRY100";"93.20667"
"2007-06";"M0";"USD1";"1.2332"
"2007-06";"M0";"CAD1";"1.1573"
"2007-06";"M0";"ARS1";"40.0181"
"2007-06";"M0";"BRL100";"63.7048"
"2007-06";"M0";"MXN100";"11.369"
"2007-06";"M0";"ZAR1";"0.1718"
"2007-06";"M0";"JPY100";"1.0054"
"2007-06";"M0";"AUD1";"1.03856"
"2007-06";"M0";"CNY100";"16.15367"
"2007-06";"M0";"HKD100";"15.78239"
"2007-06";"M0";"KRW100";"0.1328"
"2007-06";"M0";"MYR100";"35.7614"
"2007-06";"M0";"NZD1";"0.9324"
"2007-06";"M0";"SGD1";"0.8023"
"2007-06";"M0";"THB100";"3.6052"
"2007-06";"M0";"XDR1";"1.86439"
"2007-06";"M0";"USD3M";
"2007-06";"M0";"USD6M";
"2007-07";"M0";"EUR1";"1.6567"
"2007-07";"M0";"GBP1";"2.4562"
"2007-07";"M0";"DKK100";"22.2614"
"2007-07";"M0";"NOK100";"20.8723"
"2007-07";"M0";"CZK100";"5.8381"
"2007-07";"M0";"HUF100";"0.6708"
"2007-07";"M0";"PLN100";"43.9486"
"2007-07";"M0";"RUB1";"0.0473"
"2007-07";"M0";"SEK100";"18.0377"
"2007-07";"M0";"TRY100";"94.21227"
"2007-07";"M0";"USD1";"1.2076"
"2007-07";"M0";"CAD1";"1.1495"
"2007-07";"M0";"ARS1";"38.765"
"2007-07";"M0";"BRL100";"64.0364"
"2007-07";"M0";"MXN100";"11.1718"
"2007-07";"M0";"ZAR1";"0.173"
"2007-07";"M0";"JPY100";"0.99335"
"2007-07";"M0";"AUD1";"1.04771"
"2007-07";"M0";"CNY100";"15.93677"
"2007-07";"M0";"HKD100";"15.44378"
"2007-07";"M0";"KRW100";"0.1315"
"2007-07";"M0";"MYR100";"35.085"
"2007-07";"M0";"NZD1";"0.949"
"2007-07";"M0";"SGD1";"0.7965"
"2007-07";"M0";"THB100";"3.6129"
"2007-07";"M0";"XDR1";"1.8477"
"2007-07";"M0";"USD3M";
"2007-07";"M0";"USD6M";
"2007-08";"M0";"EUR1";"1.6377"
"2007-08";"M0";"GBP1";"2.4154"
"2007-08";"M0";"DKK100";"21.9991"
"2007-08";"M0";"NOK100";"20.525"
"2007-08";"M0";"CZK100";"5.8757"
"2007-08";"M0";"HUF100";"0.6413"
"2007-08";"M0";"PLN100";"42.9509"
"2007-08";"M0";"RUB1";"0.0469"
"2007-08";"M0";"SEK100";"17.56"
"2007-08";"M0";"TRY100";"91.36318"
"2007-08";"M0";"USD1";"1.2027"
"2007-08";"M0";"CAD1";"1.135"
"2007-08";"M0";"ARS1";"38.0982"
"2007-08";"M0";"BRL100";"61.1364"
"2007-08";"M0";"MXN100";"10.8755"
"2007-08";"M0";"ZAR1";"0.1662"
"2007-08";"M0";"JPY100";"1.0306"
"2007-08";"M0";"AUD1";"0.9958"
"2007-08";"M0";"CNY100";"15.88152"
"2007-08";"M0";"HKD100";"15.38834"
"2007-08";"M0";"KRW100";"0.1286"
"2007-08";"M0";"MYR100";"34.5091"
"2007-08";"M0";"NZD1";"0.8706"
"2007-08";"M0";"SGD1";"0.7896"
"2007-08";"M0";"THB100";"3.5771"
